title,dealLink,buyLink,store,price,redPrice,thumbs,views,pic
8-Pack 1.2-Oz Purina Friskies Natural Grain Free Wet Cat Food Treat Lil' Soups Flaked Chicken $5.55 w/ S&S + Free Shipping w/ Prime or on $35+,https://slickdeals.net/f/17095765-8-pack-1-2-oz-purina-friskies-natural-grain-free-wet-cat-food-treat-lil-soups-flaked-chicken-5-55-w-s-s-free-shipping-w-prime-or-on-35?src=SiteSearchV2Algo1,,Amazon,$5.55,$10.16,+3,511,https://static.slickdealscdn.com/attachment/1/3/5/8/6/2/3/150x150/14602555.thumb
"Temptations Classic Cat Treats (Various): 16-Ounce 3 for $15.70, 30-Ounce 3 for $28.65 w/ Subscribe & Save",https://slickdeals.net/f/17002093-temptations-crunchy-soft-cat-treats-buy-2-get-1-free-30-oz-mixups-various-3-for-28-65-9-54-each-16-oz-classic-3-for-15-70-more-w-s-s-fs-w-prime-or-on-35?src=SiteSearchV2Algo1,,Amazon,3 for $28.65,$46.44,+39,"9,415",https://static.slickdealscdn.com/attachment/1/1/3/3/5/6/0/150x150/14393923.thumb
Select Amazon Accounts: 16ct Temptations Creamy Puree Cat Treat Variety Pack Free w/ Subscribe & Save,https://slickdeals.net/f/16943203-tempations-creamy-puree-cat-treats-earn-4-amazon-credit-towards-purchase-after-taking-quiz-possible-16-count-free-puree-treats-amazon?src=SiteSearchV2Algo1,,Amazon,Free,$8.98,+125,"33,271",https://static.slickdealscdn.com/attachment/5/1/4/8/2/1/3/150x150/14255038.thumb
"INABA Churu Cat Treats, Chicken variety (50), extra 25% off S&S $16.07",https://slickdeals.net/f/17068672-inaba-churu-cat-treats-chicken-variety-50-extra-25-off-s-s-16-07?src=SiteSearchV2Algo1,,Amazon,$17.02,$24.72,-2,636,unavailable
"10"" Squishmallows Stuffed Animal Plush Treat Pails: Spider, Pineapple Skeleton, Skeleton Cat, or Spider Frog $15 + Free Shipping w/ Prime or on $35+",https://slickdeals.net/f/17003008-10-squishmallows-stuffed-animal-plush-treat-pails-spider-pineapple-skeleton-skeleton-cat-or-spider-frog-15-free-shipping-w-prime-or-on-35?src=SiteSearchV2Algo1,,Amazon,$15.00,$20.00,+7,"1,861",https://static.slickdealscdn.com/attachment/3/5/9/9/2/0/150x150/14396308.thumb
"Dog & Cat Toys: 20% Off + BOGO 50% Off + Free Pickup - $0.59 Per Toy (Kong, Whisker City, etc.) & More at PetSmart",https://slickdeals.net/f/16847459-dog-cat-toys-20-off-bogo-50-off-free-pickup-0-59-per-toy-kong-whisker-city-etc-more-at-petsmart?src=SiteSearchV2Algo1,,PetSmart,$1.18,$1.98,+9,"5,337",https://static.slickdealscdn.com/attachment/3/0/6/6/3/5/5/9/150x150/14032931.thumb
"INABA Churu Cat Treats, Grain-Free, Lickable, Creamy Purée Cat Treat/Topper 24 Tubes Tuna with Scallop Recipe $13.47 AC total",https://slickdeals.net/f/16780457-inaba-churu-cat-treats-grain-free-lickable-creamy-pur-e-cat-treat-topper-24-tubes-tuna-with-scallop-recipe-13-47-ac-total?src=SiteSearchV2Algo1,,Amazon,,,+1,897,unavailable
$7.99: 58-Piece Lego Gabby's Dollhouse Bakey with Cakey Fun (10785),https://slickdeals.net/f/16993276-7-99-58-piece-lego-gabby-s-dollhouse-bakey-with-cakey-fun-10785?src=SiteSearchV2Algo1,,Amazon,$7.99,$10.99,+1,"1,603",https://static.slickdealscdn.com/attachment/1/1/7/1/5/2/7/150x150/14371048.thumb
"Amazon INABA Churu Cat Treats Squeezable Creamy Purée Cat Treat 50 Tubes, Tuna & Chicken Variety $25.09 S&S After 15% Coupon YMMV",https://slickdeals.net/f/16704875-amazon-inaba-churu-cat-treats-squeezable-creamy-pur-e-cat-treat-50-tubes-tuna-chicken-variety-25-09-s-s-after-15-coupon-ymmv?src=SiteSearchV2Algo1,,Amazon,$25.09,,+6,"2,052",https://static.slickdealscdn.com/attachment/4/0/0/7/0/3/150x150/13701263.thumb
12-Oz Blue Buffalo Wilderness Crunchy Cat Treat Tub (Chicken) $4.90 w/ Subscribe & Save,https://slickdeals.net/f/16757543-12-oz-blue-buffalo-wilderness-crunchy-cat-treat-tub-chicken-4-90-w-subscribe-save?src=SiteSearchV2Algo1,,Amazon,$4.90,$14.99,+33,"11,445",https://static.slickdealscdn.com/attachment/3/1/7/1/9/9/0/1/150x150/13823840.thumb
Blue Buffalo Dog's & Cat's Treats: 16oz Health Bars Natural Crunchy Dog Biscuits 2 for $4.50 w/ Subscribe & Save & More,https://slickdeals.net/f/17094664-blue-buffalo-dog-s-cat-s-treats-16-oz-health-bars-natural-crunchy-dog-biscuits-2-for-4-75-12-oz-bursts-crunchy-cat-treats-2-for-8-55-more-w-s-s-fs-w-prime-or-on-35?src=SiteSearchV2Algo1,,Amazon,2 for $4.50,$9.96,+75,"13,180",https://static.slickdealscdn.com/attachment/1/1/3/3/5/6/0/150x150/14600116.thumb
"Buy 1, get 1 60% off Blue Buffalo pet treats + 30% off all cat & dog food - stacking Target Circle offers",https://slickdeals.net/f/17126050-buy-1-get-1-60-off-blue-buffalo-pet-treats-30-off-all-cat-dog-food-stacking-target-circle-offers?src=SiteSearchV2Algo1,,Target,,,+3,829,unavailable
16-Count 0.42oz. Temptations Creamy Puree Cat Treat Pouches (various flavors) From $1.05 & More w/ Subscribe & Save,https://slickdeals.net/f/17060218-16-count-0-42oz-temptations-creamy-puree-cat-treat-pouches-various-flavors-from-1-05-more-w-subscribe-save?src=SiteSearchV2Algo1,,Amazon,From $1.05,$8.49,+56,"8,252",https://static.slickdealscdn.com/attachment/8/6/6/3/0/150x150/14525719.thumb
New Chewy Accounts: 40-lbs Arm & Hammer Multi-Cat Clumping Cat Litter (Clean Burst) from 3 for $0.65 w/ Autoship & Save,https://slickdeals.net/f/17093428-40-lbs-arm-hammer-multi-cat-clumping-cat-litter-w-clean-burst-3-for-0-65-or-more-w-filler-item-free-shipping?src=SiteSearchV2Algo1,,Chewy,from 3 for $0.65,$68.97,+24,"22,283",https://static.slickdealscdn.com/attachment/2/8/2/3/2/8/9/3/150x150/14597941.thumb
"INABA Churu Cat Treats, Grain-Free, Lickable, Squeezable Creamy Purée Cat Treat/Topper with Vitamin E & Taurine, 0.5 Ounces Each Tube, 40 Tubes, Tuna Variety Box $26.99",https://slickdeals.net/f/17085643-inaba-churu-cat-treats-grain-free-lickable-squeezable-creamy-pur-e-cat-treat-topper-with-vitamin-e-taurine-0-5-ounces-each-tube-40-tubes-tuna-variety-box-26-99?src=SiteSearchV2Algo1,,,$26.99,$10.20,0,400,unavailable
Delectable Cat Treat Pouch Sample Free + Free Shipping,https://slickdeals.net/f/16958353-free-delectables-cat-treats?src=SiteSearchV2Algo1,,,Free,,+58,"15,505",https://static.slickdealscdn.com/attachment/1/6/7/9/8/1/2/150x150/14296792.thumb
Meow Cat Treat Dispenser Toy $3.90 + Free Store Pickup,https://slickdeals.net/f/16788287-meow-cat-treat-dispenser-toy-3-90-free-store-pickup?src=SiteSearchV2Algo1,,Kohl's,$3.90,$12.99,+38,"13,815",https://static.slickdealscdn.com/attachment/1/3/5/8/6/2/3/150x150/13900970.thumb
50-Count 0.5-Oz Inaba Churu Chicken Puree Grain Free Lickable Cat Treat (Variety Pack) 2 for $7.55 ($3.75 each) + Free Shipping,https://slickdeals.net/f/17093068-50-count-0-5-oz-inaba-churu-chicken-puree-grain-free-lickable-cat-treat-variety-pack-2-for-7-55-3-75-each-free-shipping?src=SiteSearchV2Algo1,,Chewy,$7.55,$99.98,+1,623,https://static.slickdealscdn.com/attachment/2/8/2/3/2/8/9/3/150x150/14597125.thumb
"Amazon - INABA Churu Cat Treats, Grain-Free, Lickable, Squeezable Creamy Purée Cat Treat/Topper - Chicken varieties 4.67 before tax.",https://slickdeals.net/f/17081653-amazon-inaba-churu-cat-treats-grain-free-lickable-squeezable-creamy-pur-e-cat-treat-topper-chicken-varieties-4-67-before-tax?src=SiteSearchV2Algo1,,Amazon,,,+4,"1,447",unavailable
Chewy: Additional Savings on Select Dog or Cat Supplies: Extra 50% Off + Free S/H $49+ Orders,https://slickdeals.net/f/17118031-chewy-50-off-at-checkout-with-code-pet50?src=SiteSearchV2Algo1,,Chewy,50% Off,,+22,"11,298",https://static.slickdealscdn.com/attachment/8/4/0/9/0/5/1/150x150/14642419.thumb
8-Pack 1.2-Oz Purina Friskies Natural Grain Free Wet Cat Food Treat Lil' Soups Flaked Chicken $5.55 w/ S&S + Free Shipping w/ Prime or on $35+,https://slickdeals.net/f/17095765-8-pack-1-2-oz-purina-friskies-natural-grain-free-wet-cat-food-treat-lil-soups-flaked-chicken-5-55-w-s-s-free-shipping-w-prime-or-on-35?src=SiteSearchV2Algo1,,Amazon,$5.55,$10.16,+3,511,https://static.slickdealscdn.com/attachment/1/3/5/8/6/2/3/150x150/14602555.thumb
"Temptations Classic Cat Treats (Various): 16-Ounce 3 for $15.70, 30-Ounce 3 for $28.65 w/ Subscribe & Save",https://slickdeals.net/f/17002093-temptations-crunchy-soft-cat-treats-buy-2-get-1-free-30-oz-mixups-various-3-for-28-65-9-54-each-16-oz-classic-3-for-15-70-more-w-s-s-fs-w-prime-or-on-35?src=SiteSearchV2Algo1,,Amazon,3 for $28.65,$46.44,+39,"9,415",https://static.slickdealscdn.com/attachment/1/1/3/3/5/6/0/150x150/14393923.thumb
Select Amazon Accounts: 16ct Temptations Creamy Puree Cat Treat Variety Pack Free w/ Subscribe & Save,https://slickdeals.net/f/16943203-tempations-creamy-puree-cat-treats-earn-4-amazon-credit-towards-purchase-after-taking-quiz-possible-16-count-free-puree-treats-amazon?src=SiteSearchV2Algo1,,Amazon,Free,$8.98,+125,"33,271",https://static.slickdealscdn.com/attachment/5/1/4/8/2/1/3/150x150/14255038.thumb
"INABA Churu Cat Treats, Chicken variety (50), extra 25% off S&S $16.07",https://slickdeals.net/f/17068672-inaba-churu-cat-treats-chicken-variety-50-extra-25-off-s-s-16-07?src=SiteSearchV2Algo1,,Amazon,$17.02,$24.72,-2,636,unavailable
"10"" Squishmallows Stuffed Animal Plush Treat Pails: Spider, Pineapple Skeleton, Skeleton Cat, or Spider Frog $15 + Free Shipping w/ Prime or on $35+",https://slickdeals.net/f/17003008-10-squishmallows-stuffed-animal-plush-treat-pails-spider-pineapple-skeleton-skeleton-cat-or-spider-frog-15-free-shipping-w-prime-or-on-35?src=SiteSearchV2Algo1,,Amazon,$15.00,$20.00,+7,"1,861",https://static.slickdealscdn.com/attachment/3/5/9/9/2/0/150x150/14396308.thumb
"Dog & Cat Toys: 20% Off + BOGO 50% Off + Free Pickup - $0.59 Per Toy (Kong, Whisker City, etc.) & More at PetSmart",https://slickdeals.net/f/16847459-dog-cat-toys-20-off-bogo-50-off-free-pickup-0-59-per-toy-kong-whisker-city-etc-more-at-petsmart?src=SiteSearchV2Algo1,,PetSmart,$1.18,$1.98,+9,"5,337",https://static.slickdealscdn.com/attachment/3/0/6/6/3/5/5/9/150x150/14032931.thumb
"INABA Churu Cat Treats, Grain-Free, Lickable, Creamy Purée Cat Treat/Topper 24 Tubes Tuna with Scallop Recipe $13.47 AC total",https://slickdeals.net/f/16780457-inaba-churu-cat-treats-grain-free-lickable-creamy-pur-e-cat-treat-topper-24-tubes-tuna-with-scallop-recipe-13-47-ac-total?src=SiteSearchV2Algo1,,Amazon,,,+1,897,unavailable
$7.99: 58-Piece Lego Gabby's Dollhouse Bakey with Cakey Fun (10785),https://slickdeals.net/f/16993276-7-99-58-piece-lego-gabby-s-dollhouse-bakey-with-cakey-fun-10785?src=SiteSearchV2Algo1,,Amazon,$7.99,$10.99,+1,"1,603",https://static.slickdealscdn.com/attachment/1/1/7/1/5/2/7/150x150/14371048.thumb
"Amazon INABA Churu Cat Treats Squeezable Creamy Purée Cat Treat 50 Tubes, Tuna & Chicken Variety $25.09 S&S After 15% Coupon YMMV",https://slickdeals.net/f/16704875-amazon-inaba-churu-cat-treats-squeezable-creamy-pur-e-cat-treat-50-tubes-tuna-chicken-variety-25-09-s-s-after-15-coupon-ymmv?src=SiteSearchV2Algo1,,Amazon,$25.09,,+6,"2,052",https://static.slickdealscdn.com/attachment/4/0/0/7/0/3/150x150/13701263.thumb
12-Oz Blue Buffalo Wilderness Crunchy Cat Treat Tub (Chicken) $4.90 w/ Subscribe & Save,https://slickdeals.net/f/16757543-12-oz-blue-buffalo-wilderness-crunchy-cat-treat-tub-chicken-4-90-w-subscribe-save?src=SiteSearchV2Algo1,,Amazon,$4.90,$14.99,+33,"11,445",https://static.slickdealscdn.com/attachment/3/1/7/1/9/9/0/1/150x150/13823840.thumb
Blue Buffalo Dog's & Cat's Treats: 16oz Health Bars Natural Crunchy Dog Biscuits 2 for $4.50 w/ Subscribe & Save & More,https://slickdeals.net/f/17094664-blue-buffalo-dog-s-cat-s-treats-16-oz-health-bars-natural-crunchy-dog-biscuits-2-for-4-75-12-oz-bursts-crunchy-cat-treats-2-for-8-55-more-w-s-s-fs-w-prime-or-on-35?src=SiteSearchV2Algo1,,Amazon,2 for $4.50,$9.96,+75,"13,180",https://static.slickdealscdn.com/attachment/1/1/3/3/5/6/0/150x150/14600116.thumb
"Buy 1, get 1 60% off Blue Buffalo pet treats + 30% off all cat & dog food - stacking Target Circle offers",https://slickdeals.net/f/17126050-buy-1-get-1-60-off-blue-buffalo-pet-treats-30-off-all-cat-dog-food-stacking-target-circle-offers?src=SiteSearchV2Algo1,,Target,,,+3,829,unavailable
16-Count 0.42oz. Temptations Creamy Puree Cat Treat Pouches (various flavors) From $1.05 & More w/ Subscribe & Save,https://slickdeals.net/f/17060218-16-count-0-42oz-temptations-creamy-puree-cat-treat-pouches-various-flavors-from-1-05-more-w-subscribe-save?src=SiteSearchV2Algo1,,Amazon,From $1.05,$8.49,+56,"8,252",https://static.slickdealscdn.com/attachment/8/6/6/3/0/150x150/14525719.thumb
New Chewy Accounts: 40-lbs Arm & Hammer Multi-Cat Clumping Cat Litter (Clean Burst) from 3 for $0.65 w/ Autoship & Save,https://slickdeals.net/f/17093428-40-lbs-arm-hammer-multi-cat-clumping-cat-litter-w-clean-burst-3-for-0-65-or-more-w-filler-item-free-shipping?src=SiteSearchV2Algo1,,Chewy,from 3 for $0.65,$68.97,+24,"22,283",https://static.slickdealscdn.com/attachment/2/8/2/3/2/8/9/3/150x150/14597941.thumb
"INABA Churu Cat Treats, Grain-Free, Lickable, Squeezable Creamy Purée Cat Treat/Topper with Vitamin E & Taurine, 0.5 Ounces Each Tube, 40 Tubes, Tuna Variety Box $26.99",https://slickdeals.net/f/17085643-inaba-churu-cat-treats-grain-free-lickable-squeezable-creamy-pur-e-cat-treat-topper-with-vitamin-e-taurine-0-5-ounces-each-tube-40-tubes-tuna-variety-box-26-99?src=SiteSearchV2Algo1,,,$26.99,$10.20,0,400,unavailable
Delectable Cat Treat Pouch Sample Free + Free Shipping,https://slickdeals.net/f/16958353-free-delectables-cat-treats?src=SiteSearchV2Algo1,,,Free,,+58,"15,505",https://static.slickdealscdn.com/attachment/1/6/7/9/8/1/2/150x150/14296792.thumb
Meow Cat Treat Dispenser Toy $3.90 + Free Store Pickup,https://slickdeals.net/f/16788287-meow-cat-treat-dispenser-toy-3-90-free-store-pickup?src=SiteSearchV2Algo1,,Kohl's,$3.90,$12.99,+38,"13,815",https://static.slickdealscdn.com/attachment/1/3/5/8/6/2/3/150x150/13900970.thumb
50-Count 0.5-Oz Inaba Churu Chicken Puree Grain Free Lickable Cat Treat (Variety Pack) 2 for $7.55 ($3.75 each) + Free Shipping,https://slickdeals.net/f/17093068-50-count-0-5-oz-inaba-churu-chicken-puree-grain-free-lickable-cat-treat-variety-pack-2-for-7-55-3-75-each-free-shipping?src=SiteSearchV2Algo1,,Chewy,$7.55,$99.98,+1,623,https://static.slickdealscdn.com/attachment/2/8/2/3/2/8/9/3/150x150/14597125.thumb
"Amazon - INABA Churu Cat Treats, Grain-Free, Lickable, Squeezable Creamy Purée Cat Treat/Topper - Chicken varieties 4.67 before tax.",https://slickdeals.net/f/17081653-amazon-inaba-churu-cat-treats-grain-free-lickable-squeezable-creamy-pur-e-cat-treat-topper-chicken-varieties-4-67-before-tax?src=SiteSearchV2Algo1,,Amazon,,,+4,"1,447",unavailable
Chewy: Additional Savings on Select Dog or Cat Supplies: Extra 50% Off + Free S/H $49+ Orders,https://slickdeals.net/f/17118031-chewy-50-off-at-checkout-with-code-pet50?src=SiteSearchV2Algo1,,Chewy,50% Off,,+22,"11,298",https://static.slickdealscdn.com/attachment/8/4/0/9/0/5/1/150x150/14642419.thumb
8-Pack 1.2-Oz Purina Friskies Natural Grain Free Wet Cat Food Treat Lil' Soups Flaked Chicken $5.55 w/ S&S + Free Shipping w/ Prime or on $35+,https://slickdeals.net/f/17095765-8-pack-1-2-oz-purina-friskies-natural-grain-free-wet-cat-food-treat-lil-soups-flaked-chicken-5-55-w-s-s-free-shipping-w-prime-or-on-35?src=SiteSearchV2Algo1,,Amazon,$5.55,$10.16,+3,511,https://static.slickdealscdn.com/attachment/1/3/5/8/6/2/3/150x150/14602555.thumb
"Temptations Classic Cat Treats (Various): 16-Ounce 3 for $15.70, 30-Ounce 3 for $28.65 w/ Subscribe & Save",https://slickdeals.net/f/17002093-temptations-crunchy-soft-cat-treats-buy-2-get-1-free-30-oz-mixups-various-3-for-28-65-9-54-each-16-oz-classic-3-for-15-70-more-w-s-s-fs-w-prime-or-on-35?src=SiteSearchV2Algo1,,Amazon,3 for $28.65,$46.44,+39,"9,415",https://static.slickdealscdn.com/attachment/1/1/3/3/5/6/0/150x150/14393923.thumb
Select Amazon Accounts: 16ct Temptations Creamy Puree Cat Treat Variety Pack Free w/ Subscribe & Save,https://slickdeals.net/f/16943203-tempations-creamy-puree-cat-treats-earn-4-amazon-credit-towards-purchase-after-taking-quiz-possible-16-count-free-puree-treats-amazon?src=SiteSearchV2Algo1,,Amazon,Free,$8.98,+125,"33,271",https://static.slickdealscdn.com/attachment/5/1/4/8/2/1/3/150x150/14255038.thumb
"INABA Churu Cat Treats, Chicken variety (50), extra 25% off S&S $16.07",https://slickdeals.net/f/17068672-inaba-churu-cat-treats-chicken-variety-50-extra-25-off-s-s-16-07?src=SiteSearchV2Algo1,,Amazon,$17.02,$24.72,-2,636,unavailable
"10"" Squishmallows Stuffed Animal Plush Treat Pails: Spider, Pineapple Skeleton, Skeleton Cat, or Spider Frog $15 + Free Shipping w/ Prime or on $35+",https://slickdeals.net/f/17003008-10-squishmallows-stuffed-animal-plush-treat-pails-spider-pineapple-skeleton-skeleton-cat-or-spider-frog-15-free-shipping-w-prime-or-on-35?src=SiteSearchV2Algo1,,Amazon,$15.00,$20.00,+7,"1,861",https://static.slickdealscdn.com/attachment/3/5/9/9/2/0/150x150/14396308.thumb
"Dog & Cat Toys: 20% Off + BOGO 50% Off + Free Pickup - $0.59 Per Toy (Kong, Whisker City, etc.) & More at PetSmart",https://slickdeals.net/f/16847459-dog-cat-toys-20-off-bogo-50-off-free-pickup-0-59-per-toy-kong-whisker-city-etc-more-at-petsmart?src=SiteSearchV2Algo1,,PetSmart,$1.18,$1.98,+9,"5,337",https://static.slickdealscdn.com/attachment/3/0/6/6/3/5/5/9/150x150/14032931.thumb
"INABA Churu Cat Treats, Grain-Free, Lickable, Creamy Purée Cat Treat/Topper 24 Tubes Tuna with Scallop Recipe $13.47 AC total",https://slickdeals.net/f/16780457-inaba-churu-cat-treats-grain-free-lickable-creamy-pur-e-cat-treat-topper-24-tubes-tuna-with-scallop-recipe-13-47-ac-total?src=SiteSearchV2Algo1,,Amazon,,,+1,897,unavailable
$7.99: 58-Piece Lego Gabby's Dollhouse Bakey with Cakey Fun (10785),https://slickdeals.net/f/16993276-7-99-58-piece-lego-gabby-s-dollhouse-bakey-with-cakey-fun-10785?src=SiteSearchV2Algo1,,Amazon,$7.99,$10.99,+1,"1,603",https://static.slickdealscdn.com/attachment/1/1/7/1/5/2/7/150x150/14371048.thumb
"Amazon INABA Churu Cat Treats Squeezable Creamy Purée Cat Treat 50 Tubes, Tuna & Chicken Variety $25.09 S&S After 15% Coupon YMMV",https://slickdeals.net/f/16704875-amazon-inaba-churu-cat-treats-squeezable-creamy-pur-e-cat-treat-50-tubes-tuna-chicken-variety-25-09-s-s-after-15-coupon-ymmv?src=SiteSearchV2Algo1,,Amazon,$25.09,,+6,"2,052",https://static.slickdealscdn.com/attachment/4/0/0/7/0/3/150x150/13701263.thumb
12-Oz Blue Buffalo Wilderness Crunchy Cat Treat Tub (Chicken) $4.90 w/ Subscribe & Save,https://slickdeals.net/f/16757543-12-oz-blue-buffalo-wilderness-crunchy-cat-treat-tub-chicken-4-90-w-subscribe-save?src=SiteSearchV2Algo1,,Amazon,$4.90,$14.99,+33,"11,445",https://static.slickdealscdn.com/attachment/3/1/7/1/9/9/0/1/150x150/13823840.thumb
Blue Buffalo Dog's & Cat's Treats: 16oz Health Bars Natural Crunchy Dog Biscuits 2 for $4.50 w/ Subscribe & Save & More,https://slickdeals.net/f/17094664-blue-buffalo-dog-s-cat-s-treats-16-oz-health-bars-natural-crunchy-dog-biscuits-2-for-4-75-12-oz-bursts-crunchy-cat-treats-2-for-8-55-more-w-s-s-fs-w-prime-or-on-35?src=SiteSearchV2Algo1,,Amazon,2 for $4.50,$9.96,+75,"13,180",https://static.slickdealscdn.com/attachment/1/1/3/3/5/6/0/150x150/14600116.thumb
"Buy 1, get 1 60% off Blue Buffalo pet treats + 30% off all cat & dog food - stacking Target Circle offers",https://slickdeals.net/f/17126050-buy-1-get-1-60-off-blue-buffalo-pet-treats-30-off-all-cat-dog-food-stacking-target-circle-offers?src=SiteSearchV2Algo1,,Target,,,+3,829,unavailable
16-Count 0.42oz. Temptations Creamy Puree Cat Treat Pouches (various flavors) From $1.05 & More w/ Subscribe & Save,https://slickdeals.net/f/17060218-16-count-0-42oz-temptations-creamy-puree-cat-treat-pouches-various-flavors-from-1-05-more-w-subscribe-save?src=SiteSearchV2Algo1,,Amazon,From $1.05,$8.49,+56,"8,252",https://static.slickdealscdn.com/attachment/8/6/6/3/0/150x150/14525719.thumb
New Chewy Accounts: 40-lbs Arm & Hammer Multi-Cat Clumping Cat Litter (Clean Burst) from 3 for $0.65 w/ Autoship & Save,https://slickdeals.net/f/17093428-40-lbs-arm-hammer-multi-cat-clumping-cat-litter-w-clean-burst-3-for-0-65-or-more-w-filler-item-free-shipping?src=SiteSearchV2Algo1,,Chewy,from 3 for $0.65,$68.97,+24,"22,283",https://static.slickdealscdn.com/attachment/2/8/2/3/2/8/9/3/150x150/14597941.thumb
"INABA Churu Cat Treats, Grain-Free, Lickable, Squeezable Creamy Purée Cat Treat/Topper with Vitamin E & Taurine, 0.5 Ounces Each Tube, 40 Tubes, Tuna Variety Box $26.99",https://slickdeals.net/f/17085643-inaba-churu-cat-treats-grain-free-lickable-squeezable-creamy-pur-e-cat-treat-topper-with-vitamin-e-taurine-0-5-ounces-each-tube-40-tubes-tuna-variety-box-26-99?src=SiteSearchV2Algo1,,,$26.99,$10.20,0,400,unavailable
Delectable Cat Treat Pouch Sample Free + Free Shipping,https://slickdeals.net/f/16958353-free-delectables-cat-treats?src=SiteSearchV2Algo1,,,Free,,+58,"15,505",https://static.slickdealscdn.com/attachment/1/6/7/9/8/1/2/150x150/14296792.thumb
Meow Cat Treat Dispenser Toy $3.90 + Free Store Pickup,https://slickdeals.net/f/16788287-meow-cat-treat-dispenser-toy-3-90-free-store-pickup?src=SiteSearchV2Algo1,,Kohl's,$3.90,$12.99,+38,"13,815",https://static.slickdealscdn.com/attachment/1/3/5/8/6/2/3/150x150/13900970.thumb
